Time,Confluence,TotalCells,TumorCells,NecroticCells,QuiescentCells,ProliferativeCells,HypoxicCells,EndothelialCells,TipCells,StalkCells,OutsideCells
850,0.0370961,205,59,1,0,0,58,140,2,4,0
851,0.0370961,205,59,1,0,0,58,140,2,4,0
852,0.0370961,205,59,1,0,0,58,140,2,4,0
853,0.0370961,205,59,1,0,0,58,140,2,4,0
854,0.0370961,205,59,1,0,0,58,140,2,4,0
855,0.0370961,205,59,1,0,0,58,140,2,4,0
856,0.0370961,205,59,1,0,0,58,140,2,4,0
857,0.0370961,205,59,1,0,0,58,140,2,4,0
858,0.0370961,205,59,1,0,0,58,140,2,4,0
859,0.0370961,207,59,1,0,0,58,140,2,6,0
860,0.0371064,207,59,1,0,0,58,142,2,4,0
861,0.0371166,207,59,1,0,0,58,142,2,4,0
862,0.0371268,207,59,1,0,0,58,142,2,4,0
863,0.037137,207,59,1,0,0,58,142,2,4,0
864,0.0371472,207,59,1,0,0,58,142,2,4,0
865,0.0371575,207,59,1,0,0,58,142,2,4,0
866,0.0371677,207,59,1,0,0,58,142,2,4,0
867,0.0371779,207,59,1,0,0,58,142,2,4,0
868,0.0372904,207,59,1,0,0,58,142,2,4,0
869,0.0372904,207,59,1,0,0,58,142,2,4,0
870,0.0372904,207,59,1,0,0,58,142,2,4,0
871,0.0372904,207,59,1,0,0,58,142,2,4,0
872,0.0372904,207,59,1,0,0,58,142,2,4,0
873,0.0372904,207,59,1,0,0,58,142,2,4,0
874,0.0372904,207,59,1,0,0,58,142,2,4,0
875,0.0372904,207,59,1,0,0,58,142,2,4,0
876,0.0372904,209,59,1,0,0,58,142,2,6,0
877,0.0373006,209,59,1,0,0,58,143,2,5,0
878,0.0373108,209,59,1,0,0,58,143,2,5,0
879,0.037321,209,59,1,0,0,58,144,2,4,0
880,0.0373312,209,59,1,0,0,58,144,2,4,0
881,0.0373415,209,59,1,0,0,58,144,2,4,0
882,0.0373517,209,59,1,0,0,58,144,2,4,0
883,0.0373619,209,59,1,0,0,58,144,2,4,0
884,0.0373721,209,59,1,0,0,58,144,2,4,0
885,0.0374846,209,59,1,0,0,58,144,2,4,0
886,0.0374846,209,59,1,0,0,58,144,2,4,0
887,0.0374846,209,59,1,0,0,58,144,2,4,0
888,0.0374846,209,59,1,0,0,58,144,2,4,0
889,0.0374846,209,59,1,0,0,58,144,2,4,0
890,0.0374846,209,59,1,0,0,58,144,2,4,0
891,0.0374846,209,59,1,0,0,58,144,2,4,0
892,0.0374846,209,59,1,0,0,58,144,2,4,0
893,0.0374846,209,59,1,0,0,58,144,2,4,0
894,0.0374846,209,59,1,0,0,58,144,2,4,0
895,0.0374846,209,59,1,0,0,58,144,2,4,0
896,0.0374846,209,59,1,0,0,58,144,2,4,0
897,0.0374846,211,59,1,0,0,58,144,2,6,0
898,0.0374948,211,59,1,0,0,58,144,2,6,0
899,0.037505,211,59,1,0,0,58,144,2,6,0
900,0.0375152,211,59,1,0,0,58,144,2,6,0
901,0.0375255,211,59,1,0,0,58,145,2,5,0
902,0.0375357,211,59,1,0,0,58,146,2,4,0
903,0.0375459,211,59,1,0,0,58,146,2,4,0
904,0.0375561,211,59,1,0,0,58,146,2,4,0
905,0.0375663,211,59,1,0,0,58,146,2,4,0
906,0.0376788,211,59,1,0,0,58,146,2,4,0
907,0.0376788,211,59,1,0,0,58,146,2,4,0
908,0.0376788,211,59,1,0,0,58,146,2,4,0
909,0.0376788,211,59,1,0,0,58,146,2,4,0
910,0.0376788,211,59,1,0,0,58,146,2,4,0
911,0.0376788,211,59,1,0,0,58,146,2,4,0
912,0.0376788,211,59,1,0,0,58,146,2,4,0
913,0.0376788,211,59,1,0,0,58,146,2,4,0
914,0.0376788,213,59,1,0,0,58,146,2,6,0
915,0.037689,213,59,1,0,0,58,146,2,6,0
916,0.0376992,213,59,1,0,0,58,147,2,5,0
917,0.0377095,213,59,1,0,0,58,148,2,4,0
918,0.0377197,213,59,1,0,0,58,148,2,4,0
919,0.0377299,213,59,1,0,0,58,148,2,4,0
920,0.0377401,213,59,1,0,0,58,148,2,4,0
921,0.0377503,213,59,1,0,0,58,148,2,4,0
922,0.0377606,213,59,1,0,0,58,148,2,4,0
923,0.037873,213,59,1,0,0,58,148,2,4,0
924,0.037873,213,59,1,0,0,58,148,2,4,0
925,0.037873,213,59,1,0,0,58,148,2,4,0
926,0.037873,213,59,1,0,0,58,148,2,4,0
927,0.037873,213,59,1,0,0,58,148,2,4,0
928,0.037873,213,59,1,0,0,58,148,2,4,0
929,0.037873,213,59,1,0,0,58,148,2,4,0
930,0.037873,213,59,1,0,0,58,148,2,4,0
931,0.037873,213,59,1,0,0,58,148,2,4,0
932,0.037873,213,59,1,0,0,58,148,2,4,0
933,0.037873,213,59,1,0,0,58,148,2,4,0
934,0.037873,213,59,1,0,0,58,148,2,4,0
935,0.037873,215,59,1,0,0,58,148,2,6,0
936,0.0378832,215,59,1,0,0,58,149,2,5,0
937,0.0378935,215,59,1,0,0,58,149,2,5,0
938,0.0379037,215,59,1,0,0,58,149,2,5,0
939,0.0379139,215,59,1,0,0,58,149,2,5,0
940,0.0379241,215,59,1,0,0,58,150,2,4,0
941,0.0379343,215,59,2,0,0,57,150,2,4,0
942,0.0379446,215,59,2,0,0,57,150,2,4,0
943,0.0379548,215,59,2,0,0,57,150,2,4,0
944,0.0380672,215,59,2,0,0,57,150,2,4,0
945,0.0380672,215,59,2,0,0,57,150,2,4,0
946,0.0380672,215,59,2,0,0,57,150,2,4,0
947,0.0380672,215,59,2,0,0,57,150,2,4,0
948,0.0380672,215,59,2,0,0,57,150,2,4,0
949,0.0380672,215,59,2,0,0,57,150,2,4,0
950,0.0380672,215,59,2,0,0,57,150,2,4,0
951,0.0380672,215,59,2,0,0,57,150,2,4,0
952,0.0380672,217,59,2,0,0,57,150,2,6,0
953,0.0380775,217,59,2,0,0,57,150,2,6,0
954,0.0380877,217,59,2,0,0,57,150,2,6,0
955,0.0380979,217,59,2,0,0,57,152,2,4,0
956,0.0381081,217,59,2,0,0,57,152,2,4,0
957,0.0381183,217,59,2,0,0,57,152,2,4,0
958,0.0381286,217,59,2,0,0,57,152,2,4,0
959,0.0381388,217,59,2,0,0,57,152,2,4,0
960,0.038149,217,59,2,0,0,57,152,2,4,0
961,0.0382615,217,59,2,0,0,57,152,2,4,0
962,0.0382615,217,59,2,0,0,57,152,2,4,0
963,0.0382615,217,59,2,0,0,57,152,2,4,0
964,0.0382615,217,59,2,0,0,57,152,2,4,0
965,0.0382615,217,59,2,0,0,57,152,2,4,0
966,0.0382615,217,59,2,0,0,57,152,2,4,0
967,0.0382615,217,59,2,0,0,57,152,2,4,0
968,0.0382615,217,59,2,0,0,57,152,2,4,0
969,0.0382615,217,59,2,0,0,57,152,2,4,0
970,0.0382615,217,59,2,0,0,57,152,2,4,0
971,0.0382615,217,59,2,0,0,57,152,2,4,0
